,Concurso,Jogo,HG,Home,S,Away,AG,Dia,Res,HRG,ARG
10869,Concurso 777 (27/11/2017),9,1,FLUMINENSE/RJ, ,SPORT/PE,2,Sábado ,A,30,18
10870,Concurso 777 (27/11/2017),10,2,INTERNACIONAL/RS, ,GUARANI/SP,0,Sábado ,H,28,16
10871,Concurso 777 (27/11/2017),11,1,PARANÁ/PR, ,BOA ESPORTE/MG,1,Sábado ,D,26,15
10872,Concurso 777 (27/11/2017),12,2,CORINTHIANS/SP, ,ATLÉTICO/MG,2,Domingo ,D,27,25
10873,Concurso 777 (27/11/2017),13,2,PONTE PRETA/SP, ,VITÓRIA/BA,3,Domingo ,A,25,29
10874,Concurso 777 (27/11/2017),14,1,AVAÍ/SC, ,ATLÉTICO/PR,0,Domingo ,H,21,12
10875,Concurso 778 (18/12/2017),1,1,OLYMPIQUE DE NICE/FRA, ,FC BORDEAUX/FRA,0,Domingo ,H,0,0
10876,Concurso 778 (18/12/2017),2,4,MANCHESTER CITY/ING, ,TOTTENHAM/ING,1,Sábado ,H,0,1
10877,Concurso 778 (18/12/2017),3,4,FC BARCELONA/ESP, ,DEPORTI LA CORUNA/ESP,0,Domingo ,H,0,0
10878,Concurso 778 (18/12/2017),4,2,RB LEIPZIG/DEU, ,HERTHA BERLIM/DEU,3,Domingo ,A,0,0
10879,Concurso 778 (18/12/2017),5,1,CLUBE DESP TONDELA/PRT, ,S LISBOA BENFICA/PRT,5,Domingo ,A,0,0
10880,Concurso 778 (18/12/2017),6,2,SPORTING CLUBE/PRT, ,PORTIMONENSE SC/PRT,0,Domingo ,H,0,0
10881,Concurso 778 (18/12/2017),7,0,BOLOGNA FC/ITA, ,JUVENTUS FC/ITA,3,Domingo ,A,0,0
10882,Concurso 778 (18/12/2017),8,1,AS ROMA/ITA, ,CAGLIARI CALCIO/ITA,0,Sábado ,H,0,0
10883,Concurso 778 (18/12/2017),9,1,WEST BROMWICH/ING, ,MANCHESTER UNITED/ING,2,Domingo ,A,0,3
10884,Concurso 778 (18/12/2017),10,2,OLYMPIQUE LYONNAIS/FRA, ,MARSEILLE/FRA,0,Domingo ,H,0,0
10885,Concurso 778 (18/12/2017),11,2,SOC DEPORT EIBAR/ESP, ,VALENCIA CLUB/ESP,1,Sábado ,H,0,0
10886,Concurso 778 (18/12/2017),12,2,BORUSSIA DORTMUND/DEU, ,TSG HOFFENHEIM/DEU,1,Sábado ,H,0,0
10887,Concurso 778 (18/12/2017),13,4,SPORTING C BRAGA/PRT, ,CF OS BELENENSES/PRT,0,Sábado ,H,0,0
10888,Concurso 778 (18/12/2017),14,3,ATALANTA BERGAMAS/ITA, ,SOCIETA SPO LAZIO/ITA,3,Domingo ,D,0,0
10889,Concurso 779 (26/12/2017),1,1,JUVENTUS FC/ITA, ,AS ROMA/ITA,0,Sábado ,H,0,0
10890,Concurso 779 (26/12/2017),2,1,SASSUOLO/ITA, ,INTER DE MILÃO/ITA,0,Sábado ,H,0,0
10891,Concurso 779 (26/12/2017),3,1,BRIGHTON/ING, ,WATFORD/ING,0,Sábado ,H,0,0
10892,Concurso 779 (26/12/2017),4,2,LEICESTER/ING, ,MANCHESTER UNITED/ING,2,Sábado ,D,0,5
10893,Concurso 779 (26/12/2017),5,1,GENOA/ITA, ,BENEVENTO/ITA,0,Sábado ,H,0,0
10894,Concurso 779 (26/12/2017),6,4,UDINESE/ITA, ,VERONA/ITA,0,Sábado ,H,0,0
10895,Concurso 779 (26/12/2017),7,3,STOKE CITY/ING, ,WEST BROMWICH/ING,1,Sábado ,H,0,0
10896,Concurso 779 (26/12/2017),8,1,SOUTHAMPTON/ING, ,HUDDERSFIELD/ING,1,Sábado ,D,0,0
10897,Concurso 779 (26/12/2017),9,2,WEST HAM/ING, ,NEW CASTLE/ING,3,Sábado ,A,1,0
10898,Concurso 779 (26/12/2017),10,3,NAPOLI/ITA, ,SAMPDORIA/ITA,2,Sábado ,H,0,1
10899,Concurso 779 (26/12/2017),11,0,MILAN/ITA, ,ATALANTA/ITA,2,Sábado ,A,8,0
10900,Concurso 779 (26/12/2017),12,0,BURNLEY/ING, ,TOTTENHAM/ING,3,Sábado ,A,0,2
10901,Concurso 779 (26/12/2017),13,1,SWANSEA/ING, ,CRYSTAL PALACE/ING,1,Sábado ,D,0,0
10902,Concurso 779 (26/12/2017),14,4,MANCHESTER CITY/ING, ,BOURNEMOUTH/ING,0,Sábado ,H,4,0
10903,Concurso 780 (02/01/2018),1,2,LIVERPOOL/ING, ,LEICESTER/ING,1,Sábado ,H,3,0
10904,Concurso 780 (02/01/2018),2,0,CRYSTAL PALACE/ING, ,MANCHESTER CITY/ING,0,Domingo ,D,0,0
10905,Concurso 780 (02/01/2018),3,0,HUDDERSFIELD/ING, ,BURNLEY/ING,0,Sábado ,D,0,0
10906,Concurso 780 (02/01/2018),4,0,INTER DE MILÃO/ITA, ,SOCIETA SPO LAZIO/ITA,0,Sábado ,D,0,3
10907,Concurso 780 (02/01/2018),5,1,WATFORD/ING, ,SWANSEA/ING,2,Sábado ,A,0,0
10908,Concurso 780 (02/01/2018),6,1,AS ROMA/ITA, ,SASSUOLO/ITA,1,Sábado ,D,1,0
10909,Concurso 780 (02/01/2018),7,0,MANCHESTER UNITED/ING, ,SOUTHAMPTON/ING,0,Sábado ,D,0,0
10910,Concurso 780 (02/01/2018),8,5,CHELSEA/ING, ,STOKE CITY/ING,0,Sábado ,H,1,0
10911,Concurso 780 (02/01/2018),9,2,BOURNEMOUTH/ING, ,EVERTON/ING,1,Sábado ,H,0,4
10912,Concurso 780 (02/01/2018),10,1,ATALANTA BERGAMAS/ITA, ,CAGLIARI CALCIO/ITA,2,Sábado ,A,3,0
10913,Concurso 780 (02/01/2018),11,1,BOLOGNA FC/ITA, ,UDINESE/ITA,2,Sábado ,A,0,1
10914,Concurso 780 (02/01/2018),12,0,TORINO/ITA, ,GENOA/ITA,0,Sábado ,D,1,0
10915,Concurso 780 (02/01/2018),13,0,NEW CASTLE/ING, ,BRIGHTON/ING,0,Sábado ,D,5,0
10916,Concurso 780 (02/01/2018),14,2,SAMPDORIA/ITA, ,SPAL/ITA,0,Sábado ,H,1,0
10917,Concurso 781 (08/01/2018),1,3,FC BARCELONA/ESP, ,LEVANTE/ESP,0,Domingo ,H,4,0
10918,Concurso 781 (08/01/2018),2,1,AS ROMA/ITA, ,ATALANTA BERGAMAS/ITA,2,Sábado ,A,2,0
10919,Concurso 781 (08/01/2018),3,0,RIO BRANCO/AC SUB 20, ,CEARÁ/CE SUB 20,6,Sábado ,A,0,0
10920,Concurso 781 (08/01/2018),4,1,SERGIPE/SE SUB 20, ,SÃO PAULO/SP SUB 20,3,Sábado ,A,0,0
10921,Concurso 781 (08/01/2018),5,2,FERNANDÓPOLIS/SP SUB 20, ,GUARANI/SP SUB 20,4,Sábado ,A,0,0
10922,Concurso 781 (08/01/2018),6,0,TUPÃ/SP SUB 20, ,XV DE JAÚ/SP SUB 20,1,Sábado ,A,0,0
10923,Concurso 781 (08/01/2018),8,0,MADUREIRA/RJ SUB 20, ,CRICIÚMA/SC SUB 20,0,Sábado ,D,0,0
10924,Concurso 781 (08/01/2018),9,2,PENAPOLENSE/SP SUB 20, ,LINENSE/SP SUB 20,0,Sábado ,H,0,0
10925,Concurso 781 (08/01/2018),10,1,NOVA IGUAÇU/RJ SUB 20, ,CRUZEIRO/MG SUB 20,0,Domingo ,H,0,0
10926,Concurso 781 (08/01/2018),11,0,CAGLIARI CALCIO/ITA, ,JUVENTUS FC/ITA,1,Sábado ,A,0,3
10927,Concurso 781 (08/01/2018),12,1,VILLARREAL/ESP, ,DEPORTIVO LA CORUÑA/ESP,1,Domingo ,D,0,0
10928,Concurso 781 (08/01/2018),13,2,CELTA DE VIGO/ESP, ,REAL MADRID/ESP,2,Domingo ,D,0,8
10929,Concurso 781 (08/01/2018),14,3,SEVILLA/ESP, ,BETIS/ESP,5,Sábado ,A,2,0
10930,Concurso 782 (15/01/2018),1,2,COLÔNIA/DEU, ,MONCHENGLADBACH/DEU,1,Domingo ,H,0,0
10931,Concurso 782 (15/01/2018),2,2,REAL SOCIEDAD/ESP, ,FC BARCELONA/ESP,4,Domingo ,A,8,0
10932,Concurso 782 (15/01/2018),3,0,NANTES/FRA, ,PARIS SAINT-GERMAIN/FRA,1,Domingo ,A,0,0
10933,Concurso 782 (15/01/2018),4,4,TOTTENHAM/ING, ,EVERTON/ING,0,Sábado ,H,5,5
10934,Concurso 782 (15/01/2018),5,4,LIVERPOOL/ING, ,MANCHESTER CITY/ING,3,Domingo ,H,5,0
10935,Concurso 782 (15/01/2018),6,1,DIJON/FRA, ,METZ/FRA,1,Sábado ,D,0,0
10936,Concurso 782 (15/01/2018),7,2,SAINT-ÉTIENNE/FRA, ,TOULOUSE/FRA,0,Domingo ,H,0,0
10937,Concurso 782 (15/01/2018),8,0,SOC DEPORT EIBAR/ESP, ,ATLÉTICO MADRID/ESP,1,Sábado ,A,2,0
10938,Concurso 782 (15/01/2018),9,1,ESPANYOL/ESP, ,ATHLETIC BILBAO/ESP,1,Domingo ,D,2,0
10939,Concurso 782 (15/01/2018),10,3,RB LEIPZIG/DEU, ,SCHALKE 04/DEU,1,Sábado ,H,2,0
10940,Concurso 782 (15/01/2018),11,0,BORUSSIA DORTMUND/DEU, ,WOLFSBURG/DEU,0,Domingo ,D,2,0
10941,Concurso 782 (15/01/2018),12,1,OLYMPIQUE DE NICE/FRA, ,AMIENS/FRA,0,Sábado ,H,1,0
10942,Concurso 782 (15/01/2018),13,1,DEPORTI LA CORUNA/ESP, ,VALENCIA CLUB/ESP,2,Sábado ,A,0,1
10943,Concurso 782 (15/01/2018),14,0,MONTPELLIER/FRA, ,MONACO/FRA,0,Sábado ,D,0,0
10944,Concurso 783 (22/01/2018),1,0,FLUMINENSE/RJ, ,BOTAFOGO/RJ,0,Sábado ,D,31,14
10945,Concurso 783 (22/01/2018),2,2,AVAÍ/SC, ,JOINVILLE/SC,1,Domingo ,H,22,16
10946,Concurso 783 (22/01/2018),3,3,GRÊMIO/RS, ,CAXIAS/RS,5,Sábado ,A,27,17
10947,Concurso 783 (22/01/2018),4,0,GOIÁS/GO, ,VILA NOVA/GO,1,Domingo ,A,28,20
10948,Concurso 783 (22/01/2018),5,0,SÃO CAETANO/SP, ,CORINTHIANS/SP,4,Domingo ,A,27,18
10949,Concurso 783 (22/01/2018),6,0,OPERARIO/MS, ,COMERCIAL/MS,0,,D,7,3
10950,Concurso 783 (22/01/2018),7,4,VASCO DA GAMA/RJ, ,NOVA IGUAÇU/RJ,2,Domingo ,H,22,7
10951,Concurso 783 (22/01/2018),8,0,NOVO HAMBURGO/RS, ,INTERNACIONAL/RS,3,Domingo ,A,16,23
10952,Concurso 783 (22/01/2018),9,0,MIRASSOL/SP, ,S.BENTO/SP,0,Sábado ,D,24,0
10953,Concurso 783 (22/01/2018),10,1,TUBARÃO/SC, ,FIGUEIRENSE/SC,2,Domingo ,A,12,11
10954,Concurso 783 (22/01/2018),11,1,INTER DE MILÃO/ITA, ,ROMA/ITA,1,Domingo ,D,0,3
10955,Concurso 783 (22/01/2018),12,2,LYON/FRA, ,PARIS SAINT-GERMAIN/FRA,1,Domingo ,H,0,1
10956,Concurso 783 (22/01/2018),13,3,MANCHESTER CITY/ING, ,NEW CASTLE/ING,1,Sábado ,H,8,3
10957,Concurso 783 (22/01/2018),14,1,REAL SOCIEDAD/ESP, ,CELTA DE VIGO/ESP,2,Domingo ,A,10,0
10958,Concurso 784 (29/01/2018),1,0,FLAMENGO/RJ, ,VASCO DA GAMA/RJ,0,Sábado ,D,35,16
10959,Concurso 784 (29/01/2018),2,2,CORINTHIANS/SP, ,SÃO PAULO/SP,1,Sábado ,H,29,21
10960,Concurso 784 (29/01/2018),3,1,PARANÁ/PR, ,LONDRINA/PR,1,Domingo ,D,27,19
10961,Concurso 784 (29/01/2018),4,2,VILA NOVA/GO, ,ATLÉTICO/GO,1,Domingo ,H,23,20
10962,Concurso 784 (29/01/2018),5,3,AVAÍ/SC, ,FIGUEIRENSE/SC,3,Domingo ,D,20,11
10963,Concurso 784 (29/01/2018),6,1,CHAPECOENSE/SC, ,JOINVILLE/SC,0,Domingo ,H,20,17
10964,Concurso 784 (29/01/2018),7,1,JUVENTUDE/RS, ,NOVO HAMBURGO/RS,1,Domingo ,D,21,10
10965,Concurso 784 (29/01/2018),8,1,TOMBENSE/MG, ,CRUZEIRO/MG,2,Domingo ,A,4,21
10966,Concurso 784 (29/01/2018),9,0,BRAGANTINO/SP, ,PALMEIRAS/SP,2,Domingo ,A,24,32
10967,Concurso 784 (29/01/2018),10,3,AMÉRICA/RN, ,ABC/RN,0,Sábado ,H,24,15
10968,Concurso 784 (29/01/2018),11,1,CEARÁ/CE, ,FERROVIÁRIO/CE,1,Sábado ,D,29,21
10969,Concurso 784 (29/01/2018),12,2,MARSEILLE/FRA, ,MONACO/FRA,2,Domingo ,D,0,0
10970,Concurso 784 (29/01/2018),13,2,MILAN/ITA, ,LAZIO/ITA,1,Domingo ,H,8,6
10971,Concurso 784 (29/01/2018),14,0,ROMA/ITA, ,SAMPDORIA/ITA,1,Domingo ,A,15,3
10972,Concurso 785 (05/02/2018),1,1,FLUMINENSE/RJ, ,MACAÉ/RJ,0,Sábado ,H,29,24
10973,Concurso 785 (05/02/2018),2,2,PALMEIRAS/SP, ,SANTOS/SP,1,Domingo ,H,34,21
10974,Concurso 785 (05/02/2018),3,0,FORTALEZA/CE, ,CEARÁ/CE,2,Domingo ,A,37,25
10975,Concurso 785 (05/02/2018),4,0,CORITIBA/PR, ,ATLÉTICO/PR,1,Domingo ,A,24,10
10976,Concurso 785 (05/02/2018),5,1,VILA NOVA/GO, ,GOIÁS/GO,1,Domingo ,D,25,23
10977,Concurso 785 (05/02/2018),6,1,FIGUEIRENSE/SC, ,JOINVILLE/SC,0,Domingo ,H,24,17
10978,Concurso 785 (05/02/2018),7,3,VASCO DA GAMA/RJ, ,VOLTA REDONDA/RJ,1,Domingo ,H,24,23
10979,Concurso 785 (05/02/2018),8,2,SÃO PAULO/SP, ,BOTAFOGO/SP,0,Sábado ,H,41,11
10980,Concurso 785 (05/02/2018),9,1,CRUZEIRO/MG, ,AMÉRICA/MG,0,Domingo ,H,25,14
10981,Concurso 785 (05/02/2018),10,1,BRASIL/RS, ,INTERNACIONAL/RS,0,Domingo ,H,23,24
10982,Concurso 785 (05/02/2018),11,0,CRICIÚMA/SC, ,AVAÍ/SC,1,Domingo ,A,30,11
10983,Concurso 785 (05/02/2018),12,3,MONACO/FRA, ,LYON/FRA,2,Domingo ,H,0,0
10984,Concurso 785 (05/02/2018),13,5,ARSENAL/ING, ,EVERTON/ING,1,Sábado ,H,6,5
10985,Concurso 785 (05/02/2018),14,2,LIVERPOOL/ING, ,TOTTENHAM/ING,2,Domingo ,D,9,5
10986,Concurso 786 (14/02/2018),1,0,MIRASSOL/SP, ,PALMEIRAS/SP,2,Sábado ,A,24,32
10987,Concurso 786 (14/02/2018),2,0,LONDRINA/PR, ,CORITIBA/PR,3,Sábado ,A,23,22
10988,Concurso 786 (14/02/2018),3,1,ATLÉTICO/MG, ,CALDENSE/MG,2,Sábado ,A,41,6
10989,Concurso 786 (14/02/2018),4,2,CHAPECOENSE/SC, ,BRUSQUE/SC,0,Sábado ,H,21,1
10990,Concurso 786 (14/02/2018),5,0,GUARANI/CE, ,FORTALEZA/CE,4,Sábado ,A,6,21
10991,Concurso 786 (14/02/2018),6,1,GOIÁS/GO, ,APARECIDENSE/GO,0,Sábado ,H,26,1
10992,Concurso 786 (14/02/2018),7,1,BOTAFOGO/SP, ,ITUANO/SP,0,Sábado ,H,26,26
10993,Concurso 786 (14/02/2018),8,1,NEW CASTLE/ING, ,MANCHESTER UNITED/ING,0,Domingo ,H,5,7
10994,Concurso 786 (14/02/2018),9,5,MANCHESTER CITY/ING, ,LEICESTER/ING,1,Sábado ,H,11,1
10995,Concurso 786 (14/02/2018),10,4,NAPOLI/ITA, ,LAZIO/ITA,1,Sábado ,H,3,7
10996,Concurso 786 (14/02/2018),11,5,REAL MADRID/ESP, ,REAL SOCIEDAD/ESP,2,Sábado ,H,9,6
10997,Concurso 786 (14/02/2018),12,0,SOUTHAMPTON/ING, ,LIVERPOOL/ING,2,Domingo ,A,1,0
10998,Concurso 786 (14/02/2018),13,2,INTER DE MILÃO/ITA, ,BOLOGNA/ITA,1,Domingo ,H,1,2
10999,Concurso 786 (14/02/2018),14,2,TORINO/ITA, ,UDINESE/ITA,0,Domingo ,H,1,3
11000,Concurso 787 (20/02/2018),1,0,SANTA CRUZ/PE, ,NÁUTICO/PE,0,Sábado ,D,30,30
11001,Concurso 787 (20/02/2018),2,0,SÃO PAULO/SP, ,SANTOS/SP,1,Domingo ,A,41,21
11002,Concurso 787 (20/02/2018),3,0,AMÉRICA/MG, ,ATLÉTICO/MG,3,Domingo ,A,19,26
11003,Concurso 787 (20/02/2018),4,1,CHAPECOENSE/SC, ,AVAÍ/SC,0,Domingo ,H,22,10
11004,Concurso 787 (20/02/2018),5,1,VITÓRIA/BA, ,BAHIA/BA,1,Segunda-feira ,D,26,19
11005,Concurso 787 (20/02/2018),6,1,CAXIAS/RS, ,JUVENTUDE/RS,1,Domingo ,D,26,18
11006,Concurso 787 (20/02/2018),7,1,CRUZEIRO/MG, ,VILA NOVA/MG,0,Sábado ,H,24,1
11007,Concurso 787 (20/02/2018),8,1,FERROVIÁRIO/CE, ,GUARANI/CE,0,Domingo ,H,20,7
11008,Concurso 787 (20/02/2018),9,0,PONTE PRETA/SP, ,PALMEIRAS/SP,0,Domingo ,D,26,32
11009,Concurso 787 (20/02/2018),10,2,SPORT/PE, ,AMÉRICA/PE,0,Domingo ,H,27,2
11010,Concurso 787 (20/02/2018),11,0,MONCHENGLADBACH/DEU, ,DORTMUND/DEU,1,Domingo ,A,0,0
11011,Concurso 787 (20/02/2018),12,1,ESPANYOL/ESP, ,VILLARREAL/ESP,1,Domingo ,D,3,4
11012,Concurso 787 (20/02/2018),13,1,MARSEILLE/FRA, ,BORDEAUX/FRA,0,Domingo ,H,2,0
11013,Concurso 787 (20/02/2018),14,0,TORINO/ITA, ,JUVENTUS/ITA,1,Domingo ,A,3,11
11014,Concurso 788 (26/02/2018),1,4,FLUMINENSE/RJ, ,FLAMENGO/RJ,0,Sábado ,H,27,17
11015,Concurso 788 (26/02/2018),2,0,CRICIÚMA/SC, ,FIGUEIRENSE/SC,1,Domingo ,A,28,13
11016,Concurso 788 (26/02/2018),3,2,CORINTHIANS/SP, ,PALMEIRAS/SP,0,Sábado ,H,29,30
11017,Concurso 788 (26/02/2018),4,3,GRÊMIO/RS, ,NOVO HAMBURGO/RS,0,Domingo ,H,30,11
11018,Concurso 788 (26/02/2018),5,2,GOIÁS/GO, ,ITUMBIARA/GO,1,Sábado ,H,26,12
11019,Concurso 788 (26/02/2018),6,1,ATLÉTICO/GO, ,VILA NOVA/GO,1,Domingo ,D,33,21
11020,Concurso 788 (26/02/2018),7,0,SÃO PAULO/SP, ,FERROVIÁRIA/SP,0,Domingo ,D,37,3
11021,Concurso 788 (26/02/2018),8,0,CAMPINENSE/PB, ,SERRANO/PB,0,Domingo ,D,22,5
11022,Concurso 788 (26/02/2018),9,1,FERROVIÁRIO/CE, ,FORTALEZA/CE,3,Domingo ,A,17,22
11023,Concurso 788 (26/02/2018),10,1,MIRASSOL/SP, ,PONTE PRETA/SP,0,Domingo ,H,24,13
11024,Concurso 788 (26/02/2018),11,0,ROMA/ITA, ,MILAN/ITA,2,Domingo ,A,15,11
11025,Concurso 788 (26/02/2018),12,2,MANCHESTER UTD/ING, ,CHELSEA/ING,1,Domingo ,H,0,6
11026,Concurso 788 (26/02/2018),13,3,PSG/FRA, ,MARSEILLE/FRA,0,Domingo ,H,0,0
11027,Concurso 788 (26/02/2018),14,2,SEVILLA/ESP, ,ATLÉTICO MADRID/ESP,5,Domingo ,A,5,1
11028,Concurso 789 (05/03/2018),1,1,FLAMENGO/RJ, ,BOTAFOGO/RJ,0,Sábado ,H,32,12
11029,Concurso 789 (05/03/2018),2,0,JOINVILLE/SC, ,AVAÍ/SC,2,Domingo ,A,28,10
11030,Concurso 789 (05/03/2018),3,1,SANTOS/SP, ,CORINTHIANS/SP,1,Domingo ,D,28,21
11031,Concurso 789 (05/03/2018),4,2,CAMPINENSE/PB, ,TREZE/PB,0,Domingo ,H,19,19
11032,Concurso 789 (05/03/2018),5,0,ATLÉTICO/MG, ,CRUZEIRO/MG,1,Domingo ,A,40,20
11033,Concurso 789 (05/03/2018),6,0,JUVENTUDE/RS, ,GRÊMIO/RS,2,Domingo ,A,21,17
11034,Concurso 789 (05/03/2018),7,2,FLUMINENSE/RJ, ,VOLTA REDONDA/RJ,1,Domingo ,H,30,23
11035,Concurso 789 (05/03/2018),8,1,SALGUEIRO/PE, ,SPORT/PE,1,Domingo ,D,29,20
11036,Concurso 789 (05/03/2018),9,0,CORITIBA/PR, ,MARINGÁ/PR,3,Domingo ,A,21,0
11037,Concurso 789 (05/03/2018),10,0,SANTO ANDRÉ/SP, ,BOTAFOGO/SP,1,Sábado ,A,20,10
11038,Concurso 789 (05/03/2018),11,1,BARCELONA/ESP, ,ATLÉTICO MADRID/ESP,0,Domingo ,H,5,6
11039,Concurso 789 (05/03/2018),12,2,LIVERPOOL/ING, ,NEW CASTLE/ING,0,Sábado ,H,11,4
11040,Concurso 789 (05/03/2018),13,0,MILAN/ITA, ,INTER DE MILÃO/ITA,0,,D,10,0
11041,Concurso 789 (05/03/2018),14,1,MANCHESTER CITY/ING, ,CHELSEA/ING,0,Domingo ,H,16,7
11042,Concurso 790 (12/03/2018),1,1,INTERNACIONAL/RS, ,GRÊMIO/RS,2,Domingo ,A,30,18
11043,Concurso 790 (12/03/2018),2,0,JOINVILLE/SC, ,CHAPECOENSE/SC,1,Sábado ,A,26,21
11044,Concurso 790 (12/03/2018),3,1,ATLÉTICO/GO, ,GOIÁS/GO,0,Domingo ,H,34,24
11045,Concurso 790 (12/03/2018),4,1,VOLTA REDONDA/RJ, ,BOTAFOGO/RJ,1,Domingo ,D,28,11
11046,Concurso 790 (12/03/2018),5,0,ITUANO/SP, ,PALMEIRAS/SP,3,Domingo ,A,18,30
11047,Concurso 790 (12/03/2018),6,0,BOTAFOGO/SP, ,CORINTHIANS/SP,2,Domingo ,A,26,22
11048,Concurso 790 (12/03/2018),7,1,FIGUEIRENSE/SC, ,AVAÍ/SC,1,Domingo ,D,24,12
11049,Concurso 790 (12/03/2018),8,1,MACAÉ/RJ, ,FLAMENGO/RJ,0,Sábado ,H,25,17
11050,Concurso 790 (12/03/2018),9,1,MADUREIRA/RJ, ,VASCO DA GAMA/RJ,3,Sábado ,A,29,16
11051,Concurso 790 (12/03/2018),10,1,VILLA NOVA/MG, ,AMÉRICA/MG,1,Domingo ,D,26,13
11052,Concurso 790 (12/03/2018),11,3,ARSENAL/ING, ,WATFORD/ING,0,Domingo ,H,11,0
11053,Concurso 790 (12/03/2018),12,0,LAS PALMAS/ESP, ,VILLARREAL/ESP,2,Domingo ,A,0,5
11054,Concurso 790 (12/03/2018),13,0,INTER DE MILÃO/ITA, ,NAPOLI/ITA,0,Domingo ,D,3,0
11055,Concurso 790 (12/03/2018),14,1,RENNES/FRA, ,SAINT-ÉTIENNE/FRA,1,Sábado ,D,0,0
11056,Concurso 791 (19/03/2018),1,2,BOTAFOGO/RJ, ,VASCO DA GAMA/RJ,3,Domingo ,A,34,18
11057,Concurso 791 (19/03/2018),2,0,ATLÉTICO/PR, ,LONDRINA/PR,0,Domingo ,D,28,19
11058,Concurso 791 (19/03/2018),3,1,AMÉRICA/RN, ,SANTA CRUZ/RN,2,Domingo ,A,24,0
11059,Concurso 791 (19/03/2018),4,0,BANGU/RJ, ,MADUREIRA/RJ,3,Domingo ,A,21,22
11060,Concurso 791 (19/03/2018),5,2,VOLTA REDONDA/RJ, ,BOAVISTA/RJ,3,Domingo ,A,26,14
11061,Concurso 791 (19/03/2018),6,0,TUBARÃO/SC, ,CHAPECOENSE/SC,2,Domingo ,A,13,22
11062,Concurso 791 (19/03/2018),7,2,MONTPELLIER/FRA, ,DIJON/FRA,2,Sábado ,D,0,0
11063,Concurso 791 (19/03/2018),8,2,RB LEIPZIG/DEU, ,BAYERN DE MUNIQUE/DEU,1,Domingo ,H,5,0
11064,Concurso 791 (19/03/2018),9,2,COLÔNIA/DEU, ,LEVERKUSEN/DEU,0,Domingo ,H,2,0
11065,Concurso 791 (19/03/2018),10,2,VILLARREAL/ESP, ,ATLÉTICO MADRID/ESP,1,Domingo ,H,1,6
11066,Concurso 791 (19/03/2018),11,1,NAPOLI/ITA, ,GENOA/ITA,0,Domingo ,H,7,0
11067,Concurso 791 (19/03/2018),12,2,SPORTING CLUBE/PRT, ,RIO AVE/PRT,0,Domingo ,H,2,0
11068,Concurso 791 (19/03/2018),13,1,TORINO/ITA, ,FIORENTINA/ITA,2,Domingo ,A,3,1
11069,Concurso 791 (19/03/2018),14,2,MARSEILLE/FRA, ,LYON/FRA,3,Domingo ,A,3,2
11070,Concurso 792 (26/03/2018),1,2,CSA/AL, ,ASA/AL,1,Sábado ,H,19,11
11071,Concurso 792 (26/03/2018),2,3,BAHIA/BA, ,JUAZEIRENSE/BA,0,Domingo ,H,34,0
11072,Concurso 792 (26/03/2018),3,3,SÃO BENTO/SP, ,PONTE PRETA/SP,1,Sábado ,H,8,13
11073,Concurso 792 (26/03/2018),4,0,ITUANO/SP, ,MIRASSOL/SP,2,Sábado ,A,18,15
11074,Concurso 792 (26/03/2018),5,2,TUBARÃO/SC, ,AVAÍ/SC,1,Domingo ,H,13,12
11075,Concurso 792 (26/03/2018),6,2,BRUSQUE/SC, ,CHAPECOENSE/SC,2,Domingo ,D,2,23
11076,Concurso 792 (26/03/2018),7,1,BATATAIS/SP, ,PENAPOLENSE/SP,1,Sábado ,D,9,2
11077,Concurso 792 (26/03/2018),8,1,GLOBO/RN, ,AMÉRICA/RN,0,,H,0,21
11078,Concurso 792 (26/03/2018),9,1,JUVENTUS/SP, ,OESTE/SP,2,Sábado ,A,16,13
11079,Concurso 792 (26/03/2018),10,0,SÃO BERNARDO/SP, ,XV NOV. PIRACICABA/SP,0,Sábado ,D,18,5
11080,Concurso 792 (26/03/2018),11,4,GEORGIA/GEO, ,LITUANIA/LTU,0,Sábado ,H,0,0
11081,Concurso 792 (26/03/2018),12,3,ILHAS FAROÉ/FRO, ,LIECHTENSTEIN/LIE,0,Domingo ,H,0,0
11082,Concurso 792 (26/03/2018),13,1,GILBRALTAR/GIB, ,LETÔNIA/LVA,0,Domingo ,H,0,0
11083,Concurso 792 (26/03/2018),14,1,CANADÁ/CAN, ,NOVA ZELÂNDIA/NZL,0,Sábado ,H,0,0
11084,Concurso 793 (02/04/2018),1,2,AVAÍ/SC, ,CHAPECOENSE/SC,2,Domingo ,D,23,25
11085,Concurso 793 (02/04/2018),2,3,TUBARÃO/SC, ,JOINVILLE/SC,0,Domingo ,H,15,17
11086,Concurso 793 (02/04/2018),3,3,ATLÉTICO/MG, ,CRUZEIRO/MG,1,Domingo ,H,37,21
11087,Concurso 793 (02/04/2018),4,2,BAHIA/BA, ,VITÓRIA/BA,1,Domingo ,H,34,32
11088,Concurso 793 (02/04/2018),5,0,TREZE/PB, ,BOTAFOGO/PB,1,Domingo ,A,27,24
11089,Concurso 793 (02/04/2018),6,1,PAYSANDU/PA, ,REMO/PA,2,Domingo ,A,30,22
11090,Concurso 793 (02/04/2018),7,0,CSA/AL, ,CRB/AL,1,Domingo ,A,21,20
11091,Concurso 793 (02/04/2018),8,3,JUVENTUS/ITA, ,MILAN/ITA,1,Sábado ,H,7,13
