,Concurso,Jogo,HG,Home,S,Away,AG,Dia,Res,HRG,ARG
11092,Concurso 793 (02/04/2018),9,2,SEVILLA/ESP, ,BARCELONA/ESP,2,Sábado ,D,7,10
11093,Concurso 793 (02/04/2018),10,1,ATLÉTICO MADRID/ESP, ,DEPORTIVO LA CORUÑA/ESP,0,Domingo ,H,7,1
11094,Concurso 793 (02/04/2018),11,2,LYON/FRA, ,TOULOUSE/FRA,0,Domingo ,H,2,0
11095,Concurso 793 (02/04/2018),12,0,NANTES/FRA, ,SAINT-ÉTIENNE/FRA,3,Domingo ,A,0,1
11096,Concurso 793 (02/04/2018),13,3,ARSENAL/ING, ,STOKE CITY/ING,0,Domingo ,H,14,0
11097,Concurso 793 (02/04/2018),14,1,CHELSEA/ING, ,TOTTENHAM/ING,3,Domingo ,A,6,7
11098,Concurso 794 (09/04/2018),1,2,CRUZEIRO/MG, ,ATLÉTICO/MG,0,Domingo ,H,25,27
11099,Concurso 794 (09/04/2018),2,0,VITÓRIA/BA, ,BAHIA/BA,1,Domingo ,A,25,20
11100,Concurso 794 (09/04/2018),3,0,CRB/AL, ,CSA/AL,2,Domingo ,A,29,12
11101,Concurso 794 (09/04/2018),4,1,REMO/PA, ,PAYSANDU/PA,0,Domingo ,H,27,32
11102,Concurso 794 (09/04/2018),5,2,NÁUTICO/PE, ,CENTRAL/PE,1,Domingo ,H,29,17
11103,Concurso 794 (09/04/2018),6,1,TORINO/ITA, ,INTER DE MILÃO/ITA,0,Domingo ,H,4,0
11104,Concurso 794 (09/04/2018),7,1,REAL MADRID/ESP, ,ATLÉTICO MADRID/ESP,1,Domingo ,D,14,7
11105,Concurso 794 (09/04/2018),8,3,BARCELONA/ESP, ,LEGANES/ESP,1,Sábado ,H,6,0
11106,Concurso 794 (09/04/2018),9,1,VALENCIA/ESP, ,ESPANYOL/ESP,0,Domingo ,H,15,3
11107,Concurso 794 (09/04/2018),10,1,NICE/FRA, ,RENNES/FRA,1,Domingo ,D,0,0
11108,Concurso 794 (09/04/2018),11,0,METZ/FRA, ,LYON/FRA,5,Domingo ,A,0,5
11109,Concurso 794 (09/04/2018),12,0,MARSEILLE/FRA, ,MONTPELLIER/FRA,0,Domingo ,D,5,0
11110,Concurso 794 (09/04/2018),13,3,ARSENAL/ING, ,SOUTHAMPTON/ING,2,Domingo ,H,17,0
11111,Concurso 794 (09/04/2018),14,1,CHELSEA/ING, ,WEST HAM/ING,1,Domingo ,D,7,0
11112,Concurso 795 (16/04/2018),1,0,CRUZEIRO/MG, ,GRÊMIO/RS,1,Sábado ,A,25,18
11113,Concurso 795 (16/04/2018),2,2,CORINTHIANS/SP, ,FLUMINENSE/RJ,1,Domingo ,H,30,23
11114,Concurso 795 (16/04/2018),3,3,AMÉRICA/MG, ,SPORT/PE,0,Domingo ,H,19,19
11115,Concurso 795 (16/04/2018),4,0,PONTE PRETA/SP, ,PAYSANDU/PA,1,Sábado ,A,25,32
11116,Concurso 795 (16/04/2018),5,1,VILA NOVA/GO, ,AVAÍ/SC,0,Sábado ,H,24,13
11117,Concurso 795 (16/04/2018),6,2,CSA/AL, ,GOIÁS/GO,1,Sábado ,H,21,23
11118,Concurso 795 (16/04/2018),7,1,LONDRINA/PR, ,BOA ESPORTE/MG,0,Sábado ,H,22,16
11119,Concurso 795 (16/04/2018),8,2,VITÓRIA/BA, ,FLAMENGO/RJ,2,Sábado ,D,25,16
11120,Concurso 795 (16/04/2018),9,2,SANTOS/SP, ,CEARÁ/CE,0,Sábado ,H,26,24
11121,Concurso 795 (16/04/2018),10,2,INTERNACIONAL/RS, ,BAHIA/BA,0,Domingo ,H,31,18
11122,Concurso 795 (16/04/2018),11,2,VASCO DA GAMA/RJ, ,ATLÉTICO/MG,1,Domingo ,H,25,26
11123,Concurso 795 (16/04/2018),12,5,ATLÉTICO/PR, ,CHAPECOENSE/SC,1,Domingo ,H,25,26
11124,Concurso 795 (16/04/2018),13,7,PSG/FRA, ,MONACO/FRA,1,Domingo ,H,3,2
11125,Concurso 795 (16/04/2018),14,2,SAMPAIO CORRÊA/MA, ,CORITIBA/PR,0,Sábado ,H,28,25
11126,Concurso 796 (23/04/2018),1,1,FLUMINENSE/RJ, ,CRUZEIRO/MG,0,Domingo ,H,32,19
11127,Concurso 796 (23/04/2018),2,0,CEARÁ/CE, ,SÃO PAULO/SP,0,Domingo ,D,28,22
11128,Concurso 796 (23/04/2018),3,2,ATLÉTICO/MG, ,VITÓRIA/BA,1,Domingo ,H,37,32
11129,Concurso 796 (23/04/2018),4,0,CRB/AL, ,VILA NOVA/GO,1,Sábado ,A,26,20
11130,Concurso 796 (23/04/2018),5,2,GUARANI/SP, ,SAMPAIO CORRÊA/MA,0,Sábado ,H,14,20
11131,Concurso 796 (23/04/2018),6,0,GOIÁS/GO, ,FIGUEIRENSE/SC,2,Sábado ,A,27,14
11132,Concurso 796 (23/04/2018),7,0,GRÊMIO/RS, ,ATLÉTICO/PR,0,Domingo ,D,32,11
11133,Concurso 796 (23/04/2018),8,1,PALMEIRAS/SP, ,INTERNACIONAL/RS,0,Domingo ,H,34,23
11134,Concurso 796 (23/04/2018),9,1,BAHIA/BA, ,SANTOS/SP,0,Sábado ,H,35,20
11135,Concurso 796 (23/04/2018),10,2,FLAMENGO/RJ, ,AMÉRICA/MG,0,Sábado ,H,31,14
11136,Concurso 796 (23/04/2018),11,0,CRICIÚMA/SC, ,PONTE PRETA/SP,1,Sábado ,A,28,14
11137,Concurso 796 (23/04/2018),12,2,AVAÍ/SC, ,BRASIL/RS,2,Sábado ,D,23,9
11138,Concurso 796 (23/04/2018),13,0,PARANÁ/PR, ,CORINTHIANS/SP,4,Domingo ,A,28,22
11139,Concurso 796 (23/04/2018),14,1,CHAPECOENSE/SC, ,VASCO DA GAMA/RJ,1,Domingo ,D,21,20
11140,Concurso 797 (30/04/2018),1,0,CEARÁ/CE, ,FLAMENGO/RJ,3,Domingo ,A,27,16
11141,Concurso 797 (30/04/2018),2,0,INTERNACIONAL/RS, ,CRUZEIRO/MG,0,Domingo ,D,31,19
11142,Concurso 797 (30/04/2018),3,0,BAHIA/BA, ,ATLÉTICO/PR,0,Domingo ,D,35,11
11143,Concurso 797 (30/04/2018),4,1,JUVENTUDE/RS, ,AVAÍ/SC,3,Sábado ,A,20,12
11144,Concurso 797 (30/04/2018),5,0,PONTE PRETA/SP, ,LONDRINA/PR,1,Sábado ,A,22,19
11145,Concurso 797 (30/04/2018),6,1,SÃO BENTO/SP, ,GOIÁS/GO,1,Sábado ,D,11,23
11146,Concurso 797 (30/04/2018),7,2,BOTAFOGO/RJ, ,GRÊMIO/RS,1,Sábado ,H,33,19
11147,Concurso 797 (30/04/2018),8,0,AMÉRICA/MG, ,VITÓRIA/BA,1,,A,21,29
11148,Concurso 797 (30/04/2018),9,1,FLUMINENSE/RJ, ,SÃO PAULO/SP,1,Domingo ,D,30,22
11149,Concurso 797 (30/04/2018),10,1,ATLÉTICO/MG, ,CORINTHIANS/SP,0,Domingo ,H,38,26
11150,Concurso 797 (30/04/2018),11,1,PARANÁ/PR, ,SPORT/PE,2,Domingo ,A,25,18
11151,Concurso 797 (30/04/2018),12,3,VILA NOVA/GO, ,SAMPAIO CORRÊA/MA,1,Sábado ,H,21,20
11152,Concurso 797 (30/04/2018),13,0,JOINVILLE/SC, ,BRAGANTINO/SP,2,Domingo ,A,26,15
11153,Concurso 797 (30/04/2018),14,0,SANTA CRUZ/PE, ,ABC/RN,0,Sábado ,D,26,14
11154,Concurso 798 (07/05/2018),1,2,SPORT/PE, ,BAHIA/BA,0,Domingo ,H,28,18
11155,Concurso 798 (07/05/2018),2,1,CORINTHIANS/SP, ,CEARÁ/CE,1,Domingo ,D,32,22
11156,Concurso 798 (07/05/2018),3,2,FLAMENGO/RJ, ,INTERNACIONAL/RS,0,Domingo ,H,33,22
11157,Concurso 798 (07/05/2018),4,2,GUARANI/SP, ,PONTE PRETA/SP,3,Sábado ,A,14,15
11158,Concurso 798 (07/05/2018),5,1,GOIÁS/GO, ,VILA NOVA/GO,3,Sábado ,A,25,21
11159,Concurso 798 (07/05/2018),6,1,AVAÍ/SC, ,SÃO BENTO/SP,1,Sábado ,D,25,17
11160,Concurso 798 (07/05/2018),7,1,ATLÉTICO/PR, ,PALMEIRAS/SP,3,Domingo ,A,28,33
11161,Concurso 798 (07/05/2018),8,1,CRUZEIRO/MG, ,BOTAFOGO/RJ,0,Domingo ,H,25,12
11162,Concurso 798 (07/05/2018),9,4,VASCO DA GAMA/RJ, ,AMÉRICA/MG,1,Sábado ,H,26,13
11163,Concurso 798 (07/05/2018),10,1,VITÓRIA/BA, ,FLUMINENSE/RJ,2,Domingo ,A,24,23
11164,Concurso 798 (07/05/2018),11,2,SÃO PAULO/SP, ,ATLÉTICO/MG,2,Sábado ,D,37,27
11165,Concurso 798 (07/05/2018),12,5,GRÊMIO/RS, ,SANTOS/SP,1,Domingo ,H,32,18
11166,Concurso 798 (07/05/2018),13,2,ABC/RN, ,BOTAFOGO/PB,0,Domingo ,H,31,25
11167,Concurso 798 (07/05/2018),14,0,REMO/PA, ,SANTA CRUZ/PE,0,Sábado ,D,27,15
11168,Concurso 799 (14/05/2018),1,0,GRÊMIO/RS, ,INTERNACIONAL/RS,0,Sábado ,D,37,21
11169,Concurso 799 (14/05/2018),2,1,CORINTHIANS/SP, ,PALMEIRAS/SP,0,Domingo ,H,32,36
11170,Concurso 799 (14/05/2018),3,2,BAHIA/BA, ,SÃO PAULO/SP,2,Domingo ,D,33,23
11171,Concurso 799 (14/05/2018),4,0,FIGUEIRENSE/SC, ,AVAÍ/SC,1,Sábado ,A,24,14
11172,Concurso 799 (14/05/2018),5,3,FORTALEZA/CE, ,GOIÁS/GO,0,Sábado ,H,34,22
11173,Concurso 799 (14/05/2018),6,1,SÃO BENTO/SP, ,OESTE/SP,0,Sábado ,H,12,15
11174,Concurso 799 (14/05/2018),7,3,CHAPECOENSE/SC, ,FLAMENGO/RJ,2,Domingo ,H,22,19
11175,Concurso 799 (14/05/2018),8,2,VASCO DA GAMA/RJ, ,VITÓRIA/BA,3,Domingo ,A,29,30
11176,Concurso 799 (14/05/2018),9,3,SANTOS/SP, ,PARANÁ/PR,1,Domingo ,H,26,13
11177,Concurso 799 (14/05/2018),10,2,CRUZEIRO/MG, ,SPORT/PE,0,Domingo ,H,25,18
11178,Concurso 799 (14/05/2018),11,1,ATLÉTICO/PR, ,ATLÉTICO/MG,2,Domingo ,A,28,28
11179,Concurso 799 (14/05/2018),12,3,NÁUTICO/PE, ,SALGUEIRO/PE,0,Sábado ,H,28,17
11180,Concurso 799 (14/05/2018),13,2,CONFIANÇA/SE, ,ABC/RN,2,Sábado ,D,26,14
11181,Concurso 799 (14/05/2018),14,1,CSA/AL, ,BOA ESPORTE/MG,0,Sábado ,H,23,16
11182,Concurso 800 (21/05/2018),1,1,SÃO PAULO/SP, ,SANTOS/SP,0,Domingo ,H,34,19
11183,Concurso 800 (21/05/2018),2,1,ATLÉTICO/MG, ,CRUZEIRO/MG,0,Sábado ,H,36,19
11184,Concurso 800 (21/05/2018),3,1,FLAMENGO/RJ, ,VASCO DA GAMA/RJ,1,Sábado ,D,33,20
11185,Concurso 800 (21/05/2018),4,1,LONDRINA/PR, ,CSA/AL,2,Sábado ,A,21,14
11186,Concurso 800 (21/05/2018),5,1,PONTE PRETA/SP, ,ATLÉTICO/GO,3,Sábado ,A,21,21
11187,Concurso 800 (21/05/2018),6,1,BOA ESPORTE/MG, ,CORITIBA/PR,1,Sábado ,D,20,24
11188,Concurso 800 (21/05/2018),7,0,PARANÁ/PR, ,GRÊMIO/RS,0,Domingo ,D,25,19
11189,Concurso 800 (21/05/2018),8,1,SPORT/PE, ,CORINTHIANS/SP,1,Domingo ,D,29,25
11190,Concurso 800 (21/05/2018),9,3,PALMEIRAS/SP, ,BAHIA/BA,0,Sábado ,H,33,18
11191,Concurso 800 (21/05/2018),10,2,VITÓRIA/BA, ,CEARÁ/CE,1,Domingo ,H,21,19
11192,Concurso 800 (21/05/2018),11,3,SALGUEIRO/PE, ,ABC/RN,0,Sábado ,H,28,15
11193,Concurso 800 (21/05/2018),12,3,BOTAFOGO/SP, ,JOINVILLE/SC,0,Domingo ,H,25,17
11194,Concurso 800 (21/05/2018),13,1,AMÉRICA/MG, ,BOTAFOGO/RJ,0,Domingo ,H,19,11
11195,Concurso 800 (21/05/2018),14,2,FLUMINENSE/RJ, ,ATLÉTICO/PR,0,Domingo ,H,28,11
11196,Concurso 801 (28/05/2018),1,0,ATLÉTICO/MG, ,FLAMENGO/RJ,1,Sábado ,A,34,19
11197,Concurso 801 (28/05/2018),2,2,INTERNACIONAL/RS, ,CORINTHIANS/SP,1,Domingo ,H,30,25
11198,Concurso 801 (28/05/2018),3,0,SANTOS/SP, ,CRUZEIRO/MG,1,Domingo ,A,26,19
11199,Concurso 801 (28/05/2018),4,3,BRASIL/RS, ,LONDRINA/PR,0,Sábado ,H,23,20
11200,Concurso 801 (28/05/2018),5,1,GOIÁS/GO, ,BOA ESPORTE/MG,2,Sábado ,A,22,16
11201,Concurso 801 (28/05/2018),6,2,SÃO BENTO/SP, ,JUVENTUDE/RS,2,Sábado ,D,13,19
11202,Concurso 801 (28/05/2018),7,2,GUARANI/SP, ,CRB/AL,0,Sábado ,H,16,20
11203,Concurso 801 (28/05/2018),8,0,PARANÁ/PR, ,ATLÉTICO/PR,0,Domingo ,D,24,11
11204,Concurso 801 (28/05/2018),9,3,BAHIA/BA, ,VASCO DA GAMA/RJ,0,Domingo ,H,29,19
11205,Concurso 801 (28/05/2018),10,3,FLUMINENSE/RJ, ,CHAPECOENSE/SC,1,Sábado ,H,29,25
11206,Concurso 801 (28/05/2018),11,2,PALMEIRAS/SP, ,SPORT/PE,3,Sábado ,A,34,17
11207,Concurso 801 (28/05/2018),12,0,CEARÁ/CE, ,GRÊMIO/RS,1,Domingo ,A,23,18
11208,Concurso 801 (28/05/2018),13,1,AMÉRICA/MG, ,SÃO PAULO/SP,3,Domingo ,A,20,23
11209,Concurso 801 (28/05/2018),14,1,BOTAFOGO/RJ, ,VITÓRIA/BA,1,Domingo ,D,32,32
11210,Concurso 802 (04/06/2018),1,1,VASCO DA GAMA/RJ, ,BOTAFOGO/RJ,2,Sábado ,A,29,11
11211,Concurso 802 (04/06/2018),2,3,PALMEIRAS/SP, ,SÃO PAULO/SP,1,Sábado ,H,35,26
11212,Concurso 802 (04/06/2018),3,1,FLAMENGO/RJ, ,CORINTHIANS/SP,0,Domingo ,H,32,23
11213,Concurso 802 (04/06/2018),4,1,ATLÉTICO/GO, ,GOIÁS/GO,3,Sábado ,A,34,19
11214,Concurso 802 (04/06/2018),5,0,REMO/PA, ,SALGUEIRO/PE,1,Domingo ,A,26,17
11215,Concurso 802 (04/06/2018),6,2,VOLTA REDONDA/RJ, ,TUPI/MG,3,Sábado ,A,26,14
11216,Concurso 802 (04/06/2018),7,1,CRB/AL, ,BRASIL/RS,1,Sábado ,D,25,11
11217,Concurso 802 (04/06/2018),8,1,FORTALEZA/CE, ,SAMPAIO CORRÊA/MA,0,Sábado ,H,34,21
11218,Concurso 802 (04/06/2018),9,3,ATLÉTICO/MG, ,CHAPECOENSE/SC,3,Sábado ,D,32,23
11219,Concurso 802 (04/06/2018),10,0,INTERNACIONAL/RS, ,SPORT/PE,0,Sábado ,D,31,17
11220,Concurso 802 (04/06/2018),11,3,AMÉRICA/MG, ,ATLÉTICO/PR,1,Domingo ,H,21,9
11221,Concurso 802 (04/06/2018),12,0,BAHIA/BA, ,GRÊMIO/RS,2,Domingo ,A,30,19
11222,Concurso 802 (04/06/2018),13,5,SANTOS/SP, ,VITÓRIA/BA,2,Domingo ,H,26,33
11223,Concurso 802 (04/06/2018),14,0,CEARÁ/CE, ,CRUZEIRO/MG,1,Domingo ,A,22,18
11224,Concurso 803 (11/06/2018),1,2,CEARÁ/CE, ,PALMEIRAS/SP,2,Domingo ,D,22,32
11225,Concurso 803 (11/06/2018),2,5,ATLÉTICO/MG, ,FLUMINENSE/RJ,2,Domingo ,H,34,24
11226,Concurso 803 (11/06/2018),3,1,GRÊMIO/RS, ,AMÉRICA/MG,0,Domingo ,H,35,13
11227,Concurso 803 (11/06/2018),4,2,FLAMENGO/RJ, ,PARANÁ/PR,0,Domingo ,H,29,14
11228,Concurso 803 (11/06/2018),5,0,ATLÉTICO/PR, ,SÃO PAULO/SP,1,Sábado ,A,27,26
11229,Concurso 803 (11/06/2018),6,0,CSA/AL, ,CRB/AL,0,Sábado ,D,24,19
11230,Concurso 803 (11/06/2018),7,1,GUARANI/SP, ,VILA NOVA/GO,1,Sábado ,D,18,23
11231,Concurso 803 (11/06/2018),8,2,SÃO BENTO/SP, ,FORTALEZA/CE,1,Sábado ,H,15,23
11232,Concurso 803 (11/06/2018),9,3,ATLÉTICO/GO, ,FIGUEIRENSE/SC,4,Sábado ,A,33,15
11233,Concurso 803 (11/06/2018),10,1,SANTOS/SP, ,INTERNACIONAL/RS,2,Domingo ,A,29,21
11234,Concurso 803 (11/06/2018),11,3,BAHIA/BA, ,BOTAFOGO/RJ,3,Domingo ,D,30,13
11235,Concurso 803 (11/06/2018),12,2,CHAPECOENSE/SC, ,CRUZEIRO/MG,0,Sábado ,H,24,18
11236,Concurso 803 (11/06/2018),13,3,VASCO DA GAMA/RJ, ,SPORT/PE,2,Sábado ,H,30,16
11237,Concurso 803 (11/06/2018),14,0,CORINTHIANS/SP, ,VITÓRIA/BA,0,Sábado ,D,32,33
11238,Concurso 804 (18/06/2018),1,5,RÚSSIA, ,ARÁBIA SAUDITA,0,Quinta-feira ,H,3,2
11239,Concurso 804 (18/06/2018),2,0,EGITO, ,URUGUAI,1,Sexta-feira ,A,0,14
11240,Concurso 804 (18/06/2018),3,0,MARROCOS, ,IRÃ,1,Sexta-feira ,A,0,3
11241,Concurso 804 (18/06/2018),4,3,PORTUGAL, ,ESPANHA,3,Sexta-feira ,D,21,13
11242,Concurso 804 (18/06/2018),5,2,FRANÇA, ,AUSTRÁLIA,1,Sábado ,H,6,4
11243,Concurso 804 (18/06/2018),6,1,ARGENTINA, ,ISLÂNDIA,1,Sábado ,D,21,0
11244,Concurso 804 (18/06/2018),7,0,PERU, ,DINAMARCA,1,Sábado ,A,4,4
11245,Concurso 804 (18/06/2018),8,2,CROÁCIA, ,NIGÉRIA,0,Sábado ,H,8,8
11246,Concurso 804 (18/06/2018),9,0,COSTA RICA, ,SÉRVIA,1,Domingo ,A,4,2
11247,Concurso 804 (18/06/2018),10,0,ALEMANHA, ,MÉXICO,1,Domingo ,A,28,14
11248,Concurso 804 (18/06/2018),11,1,BRASIL, ,SUÍÇA,1,Domingo ,D,42,4
11249,Concurso 804 (18/06/2018),12,1,SUÉCIA, ,CORÉIA DO SUL,0,Segunda-feira ,H,6,6
11250,Concurso 804 (18/06/2018),13,3,BÉLGICA, ,PANAMÁ,0,Segunda-feira ,H,13,0
11251,Concurso 804 (18/06/2018),14,1,TUNÍSIA, ,INGLATERRA,2,Segunda-feira ,A,0,7
11252,Concurso 805 (25/06/2018),1,1,DINAMARCA, ,AUSTRÁLIA,1,Quinta-feira ,D,8,5
11253,Concurso 805 (25/06/2018),2,1,FRANÇA, ,PERU,0,Quinta-feira ,H,8,5
11254,Concurso 805 (25/06/2018),3,0,ARGENTINA, ,CROÁCIA,3,Quinta-feira ,A,22,7
11255,Concurso 805 (25/06/2018),4,2,BRASIL, ,COSTA RICA,0,Sexta-feira ,H,41,6
11256,Concurso 805 (25/06/2018),5,2,NIGÉRIA, ,ISLÂNDIA,0,Sexta-feira ,H,6,1
11257,Concurso 805 (25/06/2018),6,1,SÉRVIA, ,SUÍÇA,2,Sexta-feira ,A,1,5
11258,Concurso 805 (25/06/2018),7,5,BÉLGICA, ,TUNÍSIA,2,Sábado ,H,16,0
11259,Concurso 805 (25/06/2018),8,1,CORÉIA DO SUL, ,MÉXICO,2,Sábado ,A,10,15
11260,Concurso 805 (25/06/2018),9,2,ALEMANHA, ,SUÉCIA,1,Sábado ,H,28,1
11261,Concurso 805 (25/06/2018),10,6,INGLATERRA, ,PANAMÁ,1,Domingo ,H,6,0
11262,Concurso 805 (25/06/2018),11,2,JAPÃO, ,SENEGAL,2,Domingo ,D,7,2
11263,Concurso 805 (25/06/2018),12,0,POLÔNIA, ,COLÔMBIA,3,Domingo ,A,8,6
11264,Concurso 805 (25/06/2018),13,2,ARÁBIA SAUDITA, ,EGITO,1,Segunda-feira ,H,0,0
11265,Concurso 805 (25/06/2018),14,3,URUGUAI, ,RÚSSIA,0,Segunda-feira ,H,23,2
11266,Concurso 806 (28/06/2018),1,2,ESPANHA, ,MARROCOS,2,Segunda-feira ,D,32,0
11267,Concurso 806 (28/06/2018),2,1,IRÃ, ,PORTUGAL,1,Segunda-feira ,D,0,8
11268,Concurso 806 (28/06/2018),3,0,AUSTRÁLIA, ,PERU,2,Terça-feira ,A,7,5
11269,Concurso 806 (28/06/2018),4,0,DINAMARCA, ,FRANÇA,0,Terça-feira ,D,9,9
11270,Concurso 806 (28/06/2018),5,1,ISLÂNDIA, ,CROÁCIA,2,Terça-feira ,A,0,10
11271,Concurso 806 (28/06/2018),6,1,NIGÉRIA, ,ARGENTINA,2,Terça-feira ,A,8,13
11272,Concurso 806 (28/06/2018),7,2,CORÉIA DO SUL, ,ALEMANHA,0,Quarta-feira ,H,11,16
11273,Concurso 806 (28/06/2018),8,0,MÉXICO, ,SUÉCIA,3,Quarta-feira ,A,8,2
11274,Concurso 806 (28/06/2018),9,0,SÉRVIA, ,BRASIL,2,Quarta-feira ,A,2,28
11275,Concurso 806 (28/06/2018),10,2,SUÍÇA, ,COSTA RICA,2,Quarta-feira ,D,9,6
11276,Concurso 806 (28/06/2018),11,0,JAPÃO, ,POLÔNIA,1,Quinta-feira ,A,9,2
11277,Concurso 806 (28/06/2018),12,0,SENEGAL, ,COLÔMBIA,1,Quinta-feira ,A,3,9
11278,Concurso 806 (28/06/2018),13,0,INGLATERRA, ,BÉLGICA,1,Quinta-feira ,A,12,10
11279,Concurso 806 (28/06/2018),14,1,PANAMÁ, ,TUNÍSIA,2,Quinta-feira ,A,0,2
11280,Concurso 807 (02/07/2018),1,4,FRANÇA, ,ARGENTINA,3,Sábado ,H,9,15
11281,Concurso 807 (02/07/2018),2,2,URUGUAI, ,PORTUGAL,1,Sábado ,H,26,9
11282,Concurso 807 (02/07/2018),3,1,ESPANHA, ,RÚSSIA,1,Domingo ,D,34,2
11283,Concurso 807 (02/07/2018),4,1,CROÁCIA, ,DINAMARCA,1,Domingo ,D,10,5
11284,Concurso 807 (02/07/2018),5,0,PAYSANDU/PA, ,FORTALEZA/CE,1,Sábado ,A,30,22
11285,Concurso 807 (02/07/2018),6,0,FIGUEIRENSE/SC, ,PONTE PRETA/SP,2,Sábado ,A,23,17
11286,Concurso 807 (02/07/2018),7,1,CRICIÚMA/SC, ,SÃO BENTO/SP,0,Sábado ,H,25,18
11287,Concurso 807 (02/07/2018),8,1,LONDRINA/PR, ,SAMPAIO CORRÊA/MA,1,Domingo ,D,22,20
11288,Concurso 807 (02/07/2018),9,2,BRAGANTINO/SP, ,JOINVILLE/SC,0,Sábado ,H,22,16
11289,Concurso 807 (02/07/2018),10,2,CUIABÁ/MT, ,BOTAFOGO/SP,1,Sábado ,H,2,10
11290,Concurso 807 (02/07/2018),11,2,OPERÁRIO/PR, ,TUPI/MG,0,Domingo ,H,0,17
11291,Concurso 807 (02/07/2018),12,2,YPIRANGA/RS, ,VOLTA REDONDA/RJ,2,Domingo ,D,3,22
11292,Concurso 807 (02/07/2018),13,2,CONFIANÇA/SE, ,BOTAFOGO/PB,2,Domingo ,D,26,21
11293,Concurso 807 (02/07/2018),14,0,ABC/RN, ,SANTA CRUZ/PE,3,Domingo ,A,33,14
11294,Concurso 808 (09/07/2018),1,2,PONTE PRETA/SP, ,FORTALEZA/CE,0,Domingo ,H,21,23
11295,Concurso 808 (09/07/2018),2,0,SAMPAIO CORRÊA/MA, ,JUVENTUDE/RS,1,,A,28,18
11296,Concurso 808 (09/07/2018),3,2,BRAGANTINO/SP, ,TOMBENSE/MG,1,Sábado ,H,24,0
11297,Concurso 808 (09/07/2018),4,2,LUVERDENSE/MT, ,YPIRANGA/RS,2,Sábado ,D,8,5
11298,Concurso 808 (09/07/2018),5,1,TUPI/MG, ,CUIABÁ/MT,3,Sábado ,A,24,1
11299,Concurso 808 (09/07/2018),6,1,VOLTA REDONDA/RJ, ,BOTAFOGO/SP,0,Sábado ,H,27,11
11300,Concurso 808 (09/07/2018),7,2,CONFIANÇA/SE, ,NÁUTICO/PE,3,Sábado ,A,27,27
11301,Concurso 808 (09/07/2018),8,1,GLOBO/RN, ,JUAZEIRENSE/BA,1,Domingo ,D,1,0
11302,Concurso 808 (09/07/2018),9,1,JOINVILLE/SC, ,OPERÁRIO/PR,3,Domingo ,A,25,5
11303,Concurso 808 (09/07/2018),10,2,SANTA CRUZ/PE, ,REMO/PA,0,Domingo ,H,26,23
11304,Concurso 808 (09/07/2018),11,2,ATLETICO ACREANO/AC, ,SALGUEIRO/PE,1,Domingo ,H,0,16
11305,Concurso 808 (09/07/2018),12,2,BOTAFOGO/PB, ,ABC/RN,0,Domingo ,H,26,15
11306,Concurso 808 (09/07/2018),13,2,SÃO JOSÉ/RS, ,LINENSE/SP,0,Domingo ,H,3,10
11307,Concurso 808 (09/07/2018),14,1,CAXIAS/RS, ,TREZE/PB,3,Domingo ,A,26,19
11308,Concurso 809 (16/07/2018),1,0,FORTALEZA/CE, ,ATLÉTICO/GO,1,Sábado ,A,33,22
11309,Concurso 809 (16/07/2018),2,0,SÃO BENTO/SP, ,PONTE PRETA/SP,2,Sábado ,A,17,17
11310,Concurso 809 (16/07/2018),3,1,CSA/AL, ,SAMPAIO CORRÊA/MA,0,Sexta-feira ,H,24,19
11311,Concurso 809 (16/07/2018),4,4,ABC/RN, ,CONFIANÇA/SE,0,Sábado ,H,32,26
11312,Concurso 809 (16/07/2018),5,0,REMO/PA, ,BOTAFOGO/PB,0,Sábado ,D,25,22
11313,Concurso 809 (16/07/2018),6,1,SANTA CRUZ/PE, ,GLOBO/RN,1,Sábado ,D,27,2
11314,Concurso 809 (16/07/2018),7,1,BRASIL/RS, ,JUVENTUDE/RS,1,Sexta-feira ,D,23,19
11315,Concurso 809 (16/07/2018),8,0,BOA ESPORTE/MG, ,CRB/AL,1,Sexta-feira ,A,21,17
11316,Concurso 809 (16/07/2018),9,2,GOIÁS/GO, ,CRICIÚMA/SC,1,Sexta-feira ,H,21,20
11317,Concurso 809 (16/07/2018),10,0,TOMBENSE/MG, ,OPERÁRIO/PR,1,Sábado ,A,5,8
11318,Concurso 809 (16/07/2018),11,1,YPIRANGA/RS, ,BRAGANTINO/SP,1,Sábado ,D,5,17
11319,Concurso 809 (16/07/2018),12,4,BOTAFOGO/SP, ,TUPI/MG,2,Sábado ,H,26,16
11320,Concurso 809 (16/07/2018),13,2,VOLTA REDONDA/RJ, ,LUVERDENSE/MT,0,Sábado ,H,28,4
11321,Concurso 809 (16/07/2018),14,5,CUIABÁ/MT, ,JOINVILLE/SC,0,Sábado ,H,4,15
11322,Concurso 810 (23/07/2018),1,2,FLAMENGO/RJ, ,BOTAFOGO/RJ,0,Sábado ,H,27,16
11323,Concurso 810 (23/07/2018),2,3,SÃO PAULO/SP, ,CORINTHIANS/SP,1,Sábado ,H,33,22
11324,Concurso 810 (23/07/2018),3,4,BAHIA/BA, ,VITÓRIA/BA,1,Domingo ,H,32,33
11325,Concurso 810 (23/07/2018),4,0,CHAPECOENSE/SC, ,SANTOS/SP,0,Domingo ,D,24,19
